votes,fetch_url,title,longtext,answers,link,date,id,tags,
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,Q: OpenStack API Implementations,"OpenStack instance (again, running inside its own VM) houses the dashboard app (""Horizon"") as well as 10 or so other components/modules (Nova, Cinder, Glance, etc.); and Nova, is the OpenStack  (networking manager) Cinder (block storage manager) etc... Above, I believe all components are APIs. But these APIs have to have implementations that make sense for the OpenStack deployer ",1,http://stackoverflow.com/questions/28051156/openstack-api-implementations,1/12/2017 19:57,a9a03c9c4f9c2ab09f1d2d9628804ec9,"[u'virtualization', u'openstack', u'openstack-nova', u'openstack-neutron', u'cloud-platform']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,A: Aims of Cinder and Swift in Openstack,"Swift = object storage for storing objects accessible over a rest api or http get. This is akin to S3 at Amazon Cinder = block storage, a volume, like a disk, or san allocation, or lvm volume  . This is like EBS in Amazon Ceph = a suite of storage services for block, network, and object storage. You do not need to use swift if you do not have a need for object storage -or- you can use Ceph for that purpose. ref: https://www.mirantis.com/blog/object-storage-openstack-cloud-swift-ceph/ ",1,http://stackoverflow.com/questions/29437331/aims-of-cinder-and-swift-in-openstack/30221416#30221416,1/12/2017 19:57,4ad5c511aabe284424fdff673ecb1d2d,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,A: ceilometer - meter for getting active tenants,"OpenStack project (aka tenant) has very limited information, openstack project list --long -f json: [ { ""Description"": ""Bootstrap project for initializing the cloud."", ""Enabled"": true  , ""ID"": ""bdec7f905efb45739a274647c6be7665"", ""Name"": ""admin"" } ] Ceilometer is a telemetry service, for resource like instance in Nova, volume in Cinder, floating ip in Neutron ",1,http://stackoverflow.com/questions/36856951/ceilometer-meter-for-getting-active-tenants/36857703#36857703,1/12/2017 19:57,c865ecbc388b19a71fb8a475d7162ebf,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,Q: Can not start keystone service,.*_keystone.pp Error: Could not start Service[keystone]: Execution of '/sbin/service openstack-keystone start'` returned 1: Redirecting to /bin/systemctl start openstack-keystone.service You will find full  trace in log /var/tmp/packstack/20141223-022613-whLvTs/manifests /192.168.1.*_keystone.pp.log And this is the log: Notice: /Stage[main]/Cinder::Keystone::Auth/Keystone_user_role[cinder@services ,1,http://stackoverflow.com/questions/27625752/can-not-start-keystone-service,1/12/2017 19:57,e08397bdad33221b712c89eeaf811707,"[u'linux', u'puppet', u'fedora', u'openstack', u'keystone']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,A: Connect to RabbitMQ broker in OpenStack,"that's also embedded into nova and related components. It's not going to offer you the same thing that intercepting and interpretting nova, network, and cinder messages would - just sort of depends on your overall goals if that's useful. ",1,http://stackoverflow.com/questions/16771346/connect-to-rabbitmq-broker-in-openstack/16779117#16779117,1/12/2017 19:57,1efadfc7309da8f911c23337a7257b55,[],Cinder
5,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,A: OpenStack API Implementations,"components/modules (Nova, Cinder, Glance, etc.); and No. In OpenStack jargon, the term ""instance"" is associated with the virtual machines that are created in the compute nodes. Here you meant ""controller  Not quite. Installs as an executable application on 1+ virtual machines (guest VMs); and OpenStack isn't a single executable, there are many different modules, some required and some optional ",1,http://stackoverflow.com/questions/28051156/openstack-api-implementations/28051923#28051923,1/12/2017 19:57,4fc16a300956b8ba6e54097bbb983f23,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=3&pagesize=50&q=[openstack]Cinder,Q: Openstack: Horizon - “Unable to retrieve usage information” error after VM Shutdown,"I have setup Openstack (Newton) with Nova (Compute) on Ubuntu 16.04.1 LTS Desktop as a virtual machine guest (Oracle VM VirtualBox ver.5.1.8) on Windows 10 host. The installation was successful  but not shown here) When the VM was shut down and later switched on again, the access to Openstack using Horizon’s dashboard was lost. “Error: Unable to retrieve usage information” is shown ",1,http://stackoverflow.com/questions/40934239/openstack-horizon-unable-to-retrieve-usage-information-error-after-vm-shutd,1/12/2017 19:57,5e94955f39d6ced0a49cf41e8b3f8ae0,"[u'ubuntu', u'virtualbox', u'openstack', u'openstack-nova', u'openstack-horizon']",Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: DevStack: failed to create new CentOS instance,"item that is forcing the image to request a cinder-based disk ?. Did you included any metadata at all ?. If so, get rid of all metadata items on the glance image. Try again to launch a cirros instance ",2,http://stackoverflow.com/questions/40023981/devstack-failed-to-create-new-centos-instance/40027079#40027079,1/12/2017 19:57,990efbbf5c9bc9e9e5ea064ee75f9c77,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Error when creating volume with openstack dashboard,"I got an error when trying to create a volume via the openstack dashboard, after installing openstack guided by this: https://github.com/mseknibilel/OpenStack-Folsom-Install-guide/blob/master  /OpenStack_Folsom_Install_Guide_WebVersion.rst In fact the volume was already created, which can be shown with cmd lvdisplay. However, something went wrong with cinder/utils.py so the dashboard showed ",2,http://stackoverflow.com/questions/15791931/error-when-creating-volume-with-openstack-dashboard,1/12/2017 19:57,8d3ff3818462469bdf14b2bc9adb53dc,"[u'openstack', u'cinder', u'volumes']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,"Q: PIP uninstall shows package uninstalled, but actually it is not","-keystoneclient, it shows: root@openstack1:~/cinder# pip search python-keystoneclient python-keystoneclient - Client library for OpenStack Identity API (Keystone) INSTALLED: 0.2.1  @openstack1:~/cinder# pip uninstall python-keystoneclient Uninstalling ",2,http://stackoverflow.com/questions/14276578/pip-uninstall-shows-package-uninstalled-but-actually-it-is-not,1/12/2017 19:57,58986356ef8194529c83a38f5372cc67,"[u'pip', u'openstack']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: kubernetes can't start kubelet when set openstack as cloud-provider,"I'm new to k8s I'm trying this example: https://github.com/kubernetes/kubernetes/tree/release-1.2/examples/mysql-cinder-pd my env is single node devstack and k8s，but when I follow the readme  --cloud-provider=""openstack"" --cloud-config=/etc/cloud_config and content of cloud_config is: [Global] auth-url=http://x.x.x.x:5000/v2.0 username=admin password=123456 region=RegionOne tenant-name=admin ",2,http://stackoverflow.com/questions/37915146/kubernetes-cant-start-kubelet-when-set-openstack-as-cloud-provider,1/12/2017 19:57,4acfd6caa2dde096eca94f7bd714005f,"[u'docker', u'kubernetes', u'openstack', u'cinder', u'openstack-cinder']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Openstack with neutron on two physical nodes,"You can install all of OpenStack on a single system for development and testing purposes. Given that a single node installation is possible, it should follow that a two-node installation is also  and the compute host) Tenant external network traffic (traffic between Nova instances and ""the rest of the world"") Storage (transferring Glance images, iSCSI for Cinder volumes, etc) Being able to segment ",2,http://stackoverflow.com/questions/28886679/openstack-with-neutron-on-two-physical-nodes/28888812#28888812,1/12/2017 19:57,6ad89eb31dafadeb2737588762a8bd35,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,"A: Can't create Snapshots, how to fallback from Swift to Cinder","I found the solution by trial and error, it all comes down to glance-api.conf and I needed to add/modify these settings: default_store = cinder stores = glance.store.filesystem.Store ",2,http://stackoverflow.com/questions/34312403/cant-create-snapshots-how-to-fallback-from-swift-to-cinder/34397327#34397327,1/12/2017 19:57,f7eb7a41adeb7e78692d6d55d3725600,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Get `id` field from output of Openstack creation commands in shell script,"in their own right): cinder_ID=$(cinder create ... | awk '$2==""id"" {print $4}') You could append ; exit inside the block to stop processing right away; probably not worth it for such a small input set ",2,http://stackoverflow.com/questions/41611932/get-id-field-from-output-of-openstack-creation-commands-in-shell-script/41615544#41615544,1/12/2017 19:57,29666f93d29495d9da01816eae2589ac,[],Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Keystone returning token with metadata is_admin = 0,"I recently installed devstack to play with Openstack API. Following Openstack API Quickstart I run the following command to get an authentication token: curl -d '{""auth"":{""passwordCredentials  "":{""username"": ""admin"", ""password"": ""openstack""}, ""tenantId"": ""793e8386d75f47b1bd078a3c0ddd9a49""}}' -H ""Content-type: application/json"" http://192.168.1.20:5000/v2.0/tokens Then I get as return: {""access ",2,http://stackoverflow.com/questions/16123625/keystone-returning-token-with-metadata-is-admin-0,1/12/2017 19:57,ce0be212af8793055569600c52bcc1ec,"[u'openstack', u'keystone']",Cinder
2,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Openstack create volume via Nova API,"I'm trying to build a small webapp that will handle our development environments located on an openstack infrastructure (version 2012.2.2-dev, bundled in ubuntu 12.04) and I need to create some  volumes using the API (i decided to use openstack rest api). I'm able to start machines and do some other operations (everything is built based on this: http://api.openstack.org/api-ref.html). If I send ",2,http://stackoverflow.com/questions/15408605/openstack-create-volume-via-nova-api,1/12/2017 19:57,b2301e7572ec417459b7b50baa42bccb,"[u'api', u'volume', u'openstack', u'cinder']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Add a column to a Keystone model,"-reg,key,n-api,n-crt,n-obj,n-cpu,n-net,n-cond,cinder,c-sch,c-api,c-vol,n-sch,n-novnc,n-xvnc,n-cauth,horizon,rabbit,tempest,mysql =~ tempest ]] ++ get_id keystone tenant-create --name=alt_demo +++ awk ",2,http://stackoverflow.com/questions/21653684/add-a-column-to-a-keystone-model,1/12/2017 19:57,0a75db27d4f8c88360b9ae7a82cbfa11,"[u'openstack', u'keystone']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Creating clone of a VM in OpenStack,"I need a copy of cinder volume, so that only hostname is changed with the same contents of as of the existing cinder volume? ",2,http://stackoverflow.com/questions/38007612/creating-clone-of-a-vm-in-openstack,1/12/2017 19:57,7cfe0819468ecc15995234c858533502,"[u'cloud', u'virtual-machine', u'openstack', u'iaas', u'openstack-cinder']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Upload Image on TryStack Server using Packer tool,"and script files template.json { ""builders"": [ { ""type"": ""openstack"", ""ssh_username"": ""root"", ""image_name"": ""sensor-cloud"", ""source_image  "" ], ""execute_command"": ""chmod +x {{ .Path }}; sudo -E {{ .Path }}"" } ] } openstack-config.sh #!/bin/bash # To use an OpenStack cloud you need to authenticate ",2,http://stackoverflow.com/questions/33967422/upload-image-on-trystack-server-using-packer-tool,1/12/2017 19:57,26f16fecd6d29834ac0bba04958e37d6,"[u'openstack', u'packer']",Cinder
2,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Kubernetes: using OpenStack Cinder from one cloud provider while nodes on another,"There seem to be new ways to attach Cinder storage to bare metal, but it's apparently just PoC http://blog.e0ne.info/post/Attach-Cinder-Volume-to-the-Ironic-Instance-without-Nova.aspx ",2,http://stackoverflow.com/questions/36322006/kubernetes-using-openstack-cinder-from-one-cloud-provider-while-nodes-on-anothe/36436755#36436755,1/12/2017 19:57,2b14957f010272a21c936c02e4187f63,[],Cinder
2,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Interaction between components in OpenStack,"/openstack/cinder/tree/master/cinder/api). Internally, these API calls make call to manager. manager.py is the file which handles main logic. (https://github.com/openstack/cinder/blob/master/cinder  Openstack follows Service Oriented Architecture. It uses WSGI and django framework. So, every component exposes few REST APIs. You can find these APIs in api folder. For example (https://github.com ",2,http://stackoverflow.com/questions/29373055/interaction-between-components-in-openstack/29428818#29428818,1/12/2017 19:57,534265b58fc91a9c40fbdfb7ec2b6db1,[],Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: how to communicate with openstack api using servlet,"I would use OpenStack4j. It supports Keystone, Nova, Neutron, Glance and Cinder out of the box. It's fast and fluent. ",2,http://stackoverflow.com/questions/10520600/how-to-communicate-with-openstack-api-using-servlet/22855179#22855179,1/12/2017 19:57,df71f9b5d92f59e431f68cd1542638e7,[],Cinder
3,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Get `id` field from output of Openstack creation commands in shell script,\K.*[^\|]+' inputfile) You can try: id=$(cinder create --image 3896b01c-6afb-41a4-a207-3db87527be2c --display-name centos7-cloud 30 |grep -owP 'id.*\|\s\K.*[^\|]+' ) ,2,http://stackoverflow.com/questions/41611932/get-id-field-from-output-of-openstack-creation-commands-in-shell-script/41612545#41612545,1/12/2017 19:57,73e5234ec2f9df0adf5832f8cf6f216b,[],Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: openstack controller nodes deployed on virtual machine,"You can deploy services nova, keystone, glance, neutron, cinder etc on controller nodes i.e., vm Deploy nova-compute, neutron agent, rabbitmq on compute nodes ",2,http://stackoverflow.com/questions/29117260/openstack-controller-nodes-deployed-on-virtual-machine/29126329#29126329,1/12/2017 19:57,c698f35e7bcd40133426ed1786de7a1a,[],Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: how to turn openstack(icehouse) source code in github into .deb file for installing?,"I install openstack components such as keystone,cinder,nova,etc. according to the install guide provided by official website of openstack in the way of 'apt-get install cinder-api ,apt-get install  cinder-volume',now we hope that we can read ,maintaine,modify and package openstack source code within company ,commit code to private repository of company and package code into .deb file just like ",2,http://stackoverflow.com/questions/26094502/how-to-turn-openstackicehouse-source-code-in-github-into-deb-file-for-install,1/12/2017 19:57,34ac09ea9907a0a549cd58eed5f02af9,"[u'github', u'openstack', u'deb']",Cinder
-1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: I m trying to integrate ldap with devstack and when i did ./stack.sh i got this localrc: lin…,"-net,n-cond,cinder,c-sch,c-api,c-vol,n-sch,n-novnc,n-xvnc,n-cauth,horizon,mysql,rabbit,ldap KEYSTONE_IDENTITY_BACKEND=ldap KEYSTONE_CLEAR_LDAP=yes LDAP_PASSWORD=9632 I followed this website(http://www.ibm.com/developerworks/cloud/library/cl-ldap-keystone/",2,http://stackoverflow.com/questions/38260282/i-m-trying-to-integrate-ldap-with-devstack-and-when-i-did-stack-sh-i-got-this,1/12/2017 19:57,3e9c08d8b4b769100cc159cadbcf223a,"[u'ldap', u'openstack', u'keystone']",Cinder
3,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: What is the value/benefit of OpenStack “Network/Storage” nodes?,"OpenStack has 3 types of core nodes: Compute (Nova) Storage (Cinder) Network (Neutron) But to me, all Compute/Nova instances are VMs. VMs with file systems. VMs that need to be networked  , at first blush, seems unnecessary. Couldn't all nodes be Compute/Nova nodes? Why do I need Cinder/Storage nodes for file system space? Each Nova node will have its own file system, yes? Why do I ",2,http://stackoverflow.com/questions/28076994/what-is-the-value-benefit-of-openstack-network-storage-nodes,1/12/2017 19:57,2ccf6ce7786bde0efb846e2086145ce3,"[u'openstack', u'openstack-nova', u'openstack-neutron', u'openstack-cinder']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: How to fix InvocationError bug in Jenkins?,"I am new to Jenkins. I had a blueprint in OpenStack Gerrit. When Jenkins checked my spec, I got a failure with ""gate-something-docs"" like that: ERROR: InvocationError ERROR: venv: commands failed  Please let me know how can I fix this error. I think the problem is related to development environment. I installed virtual environments as per this link but I am not sure it is the right solution: http://docs.openstack.org/developer/cinder/devref/development.environment.html Thanks ",2,http://stackoverflow.com/questions/36854274/how-to-fix-invocationerror-bug-in-jenkins,1/12/2017 19:57,22bf2ba7d1f35cf63611687e5542b0ee,"[u'jenkins', u'openstack', u'gerrit']",Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Get `id` field from output of Openstack creation commands in shell script,"You can use \s*\|\s* as field separator CINDER_ID=$(cinder create --image 3896b01c-6afb-41a4-a207-3db87527be2c --display-name centos7-cloud 30 | awk 'BEGIN{FS=""\\s*\\|\\s*""}$2==""id""{print $3}') echo $CINDER_ID you get d1c6369b-73ce-498e-a2ef-2c6cea1d0f90 ",2,http://stackoverflow.com/questions/41611932/get-id-field-from-output-of-openstack-creation-commands-in-shell-script/41612596#41612596,1/12/2017 19:57,d18c7903335c3fc0b5ebeaf9d43a6ece,[],Cinder
-1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: cinder not creating volume,Resize the volume by passing the volume ID and the new size (a value greater than the old one) as parameters: ** $ cinder extend 573e024d-5235-49ce-8332-be1576d323f8 10 ** ,2,http://stackoverflow.com/questions/25691862/cinder-not-creating-volume/25844201#25844201,1/12/2017 19:57,acbfa4d7a3c10ee92ca7e69b8ffae99f,[],Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,"Q: kubernetes minion not registering with api server on openstack, hostname being rejected","I start the kubelet with --cloud-provider=openstack and --cloud-config=openstack.conf and --hostname-override=192.168.1.136 and get this in the kubelet log: Unable to register node ""pn-kube  ?)* (e.g. 'example.com') looks like hostname-override is being ignored and it's pulling the hostname info from the vm instead (I believe this is to satisfy cinder volume mounting) Is this a known issue? Any work-arounds? ",2,http://stackoverflow.com/questions/41233952/kubernetes-minion-not-registering-with-api-server-on-openstack-hostname-being-r,1/12/2017 19:57,cdc65833dd8d6f89c589a86b521e2510,"[u'kubernetes', u'openstack', u'kubelet']",Cinder
1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Get `id` field from output of Openstack creation commands in shell script,"An alternative that I came up with is the following sed sed -n 's/|\s*id\s*|\s*\(.*\S\)\s*|/\1/p' inputfile d1c6369b-73ce-498e-a2ef-2c6cea1d0f90 Storing in a variable, CINDER_ID=$(cinder create ",2,http://stackoverflow.com/questions/41611932/get-id-field-from-output-of-openstack-creation-commands-in-shell-script/41613008#41613008,1/12/2017 19:57,4ddb2a173da18a9b234492bd99c5f5ea,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,"Q: EMR, EC2, OpenStack, Please clarify","and Cinder of storage in Amazon cloud. For example Cinder is storage for OpenStack and likewise S3 is the storage in Amazon cloud. What are the the other two - compute and controller in Amazon cloud  I am quite new to Amazon services, and started reading about EMR. I am more or less familiar with OpenStack. I just want some one to tell me in short what plays the role of Compute, Controller ",2,http://stackoverflow.com/questions/21324563/emr-ec2-openstack-please-clarify,1/12/2017 19:57,29fede44bdd5db0ddf9e353bca3ef91f,"[u'amazon-ec2', u'openstack', u'emr']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: No handlers could be found for logger “keystoneclient.auth.identity.generic.base”,"I have Inception created VM (Openstack).After sourcing openstack rc file.when run any openstack compute,glance or cinder command.it is throwing keystone error. ubuntu@incepation-vce3x:~$ nova image ",2,http://stackoverflow.com/questions/38914108/no-handlers-could-be-found-for-logger-keystoneclient-auth-identity-generic-base,1/12/2017 19:57,97bb6502c7b80aa042adb884eec1fdb3,"[u'openstack', u'openstack-nova', u'keystone']",Cinder
2,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: cinder not creating volume,"The devstack default is 10GB, as you say. This size is affected by the following configuration variable: VOLUME_BACKING_FILE_SIZE=10250M If you don't have this in your configuration, then add it and set it to a bigger number. For more details, see the Cinder section in the configuration help page. ",2,http://stackoverflow.com/questions/25691862/cinder-not-creating-volume/25707394#25707394,1/12/2017 19:57,09099ed96a6084bb6140952f59222502,[],Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,A: Openstack Heat - separate templates,"that in your ""resources:"" section as follows: resources: ... ... my_volume_attach: type: OS::Cinder::VolumeAttachment properties: instance_uuid: {get_param: mynode1_id} ... 3 ",2,http://stackoverflow.com/questions/37089728/openstack-heat-separate-templates/37106875#37106875,1/12/2017 19:57,4c358f09a2fec0cb4252153ac2d7c5dc,[],Cinder
-1,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,Q: Openstack - hardware requirements,". So, I've been looking at https://en.wikipedia.org/wiki/OpenStack#Components and from that came to the following conclusion: Required: (Nova, Glance, Horizon, Cinder) This seems to be the ""core  to do it myself, than colo or something else. Plus, I really like lots of blinking lights :D A year or so, I heard about Openstack and have been looking cursory at it since then. Seems big ",2,http://stackoverflow.com/questions/36618037/openstack-hardware-requirements,1/12/2017 19:57,6940987cfaa99de83dfbd876b2e16536,"[u'hardware', u'openstack', u'requirements']",Cinder
0,http://stackoverflow.com/search?sort=newest&page=2&pagesize=50&q=[openstack]Cinder,"A: Docker and Cinder, is it possible in openstack?","It is not currently possible to mount Cinder volumes inside a Docker container in OpenStack. A fundamental problem is that Docker is filesystem-based, rather than block-device-based. Any block  device -- like a Cinder volume -- would need to be formatted with a filesystem and mounted prior to starting the container. While it might be technically feasible, the necessary support for this does ",2,http://stackoverflow.com/questions/28673303/docker-and-cinder-is-it-possible-in-openstack/28675786#28675786,1/12/2017 19:57,eba0d4d184b268fd8b693aadd4eec277,[],Cinder
